product_id,price,shipping_cost,marketing_budget,material_quality,category,season,customer_reviews,competition_level,is_bestseller
P1141,26.89,7.71,3150.0,6.0,Electronics,Winter,2.9,4,1
P1142,86.75,5.27,176.0,8.0,Electronics,Fall,,4,0
P1143,29.81,3.65,429.0,5.0,Home,Fall,2.6,5,0
P1144,36.16,7.93,555.0,8.0,Apparel,Fall,4.3,4,1
P1145,29.34,5.38,125.0,3.0,Toys,Fall,1.9,3,0
P1146,33.48,6.72,1352.0,4.0,Home,Fall,2.1,2,1
P1147,15.37,3.3,279.0,3.0,Electronics,Summer,1.6,2,0
P1148,12.08,4.19,526.0,6.0,Electronics,Fall,3.3,2,1
P1149,101.1,7.34,387.0,6.0,Sports,Summer,2.6,4,0
P1150,18.3,4.76,258.0,6.0,Apparel,Fall,3.6,3,1
P1151,16.54,3.78,660.0,6.0,Electronics,Spring,3.7,1,1
P1152,7.33,2.74,514.0,4.0,Home,Fall,2.3,2,0
P1153,21.17,4.45,426.0,6.0,Electronics,Spring,2.9,4,0
P1154,13.12,3.33,278.0,3.0,Sports,Summer,2.3,3,0
P1155,104.52,6.53,976.0,8.0,Apparel,Fall,4.0,4,0
P1156,67.15,9.25,4838.0,5.0,Sports,Winter,2.2,3,1
P1157,20.46,3.88,787.0,5.0,Apparel,Summer,2.3,5,0
P1158,160.25,10.05,2198.0,9.0,Apparel,Fall,3.4,3,0
P1159,65.84,4.79,125.0,4.0,Beauty,Summer,2.4,3,0
P1160,26.38,4.97,804.0,4.0,Home,Winter,2.5,2,1
P1161,5.76,8.33,178.0,4.0,Electronics,Fall,1.7,3,0
P1162,164.62,7.6,113.0,6.0,Apparel,Winter,2.7,1,0
P1163,12.52,2.89,,7.0,Home,Fall,2.7,3,1
P1164,10.47,3.67,2780.0,7.0,Electronics,Spring,2.9,3,1
P1165,67.75,4.68,2080.0,10.0,Toys,Summer,4.5,1,1
P1166,182.7,10.05,890.0,2.0,Toys,Winter,1.2,2,0
P1167,87.27,8.81,106.0,7.0,Home,Summer,3.1,4,0
P1168,49.14,4.83,526.0,5.0,Electronics,Winter,1.9,3,0
P1169,50.22,4.46,955.0,5.0,Electronics,Summer,2.6,3,0
P1170,60.18,5.16,821.0,5.0,Home,Summer,2.5,3,0
P1171,56.33,6.12,73.0,4.0,Apparel,Summer,1.9,3,0
P1172,40.32,3.72,229.0,9.0,Electronics,Spring,3.9,4,1
P1173,35.62,4.9,616.0,8.0,Apparel,Fall,3.7,3,1
P1174,31.7,4.88,1266.0,6.0,Apparel,Spring,2.6,1,1
P1175,19.54,4.61,50.0,8.0,Apparel,Summer,3.0,5,0
P1176,27.21,3.73,,3.0,Electronics,Winter,2.6,3,1
P1177,10.12,4.68,790.0,4.0,Sports,Summer,1.9,2,1
P1178,30.91,3.57,1844.0,2.0,Electronics,Fall,1.5,1,0
P1179,16.58,3.33,1528.0,5.0,Electronics,Spring,3.0,3,1
P1180,15.29,6.11,1338.0,6.0,Apparel,Fall,4.3,3,1
P1181,37.56,5.64,255.0,6.0,Home,Winter,2.4,5,0
P1182,87.74,5.15,67.0,6.0,Electronics,Fall,3.1,3,0
P1183,62.98,4.82,415.0,3.0,Home,Spring,1.6,2,0
P1184,11.03,3.19,2213.0,7.0,Toys,Winter,3.0,4,1
P1185,16.56,3.47,3541.0,6.0,Apparel,Fall,2.6,4,1
P1186,63.98,4.85,1560.0,7.0,Apparel,Spring,2.8,3,1
P1187,16.65,3.1,1113.0,3.0,Electronics,Spring,1.8,4,0
P1188,28.3,4.27,1049.0,7.0,Toys,Summer,2.7,3,1
P1189,48.67,5.94,341.0,4.0,Sports,Fall,2.6,3,0
P1190,16.81,4.4,569.0,5.0,Beauty,Winter,2.6,4,0
P1191,35.65,5.25,4929.0,7.0,Electronics,Summer,3.4,4,1
P1192,13.02,3.02,215.0,6.0,Toys,Fall,2.7,3,1
P1193,21.74,7.69,4618.0,4.0,Apparel,Fall,2.1,5,0
P1194,41.42,6.48,452.0,6.0,Apparel,Winter,3.0,1,1
P1195,10.86,5.28,3263.0,3.0,Beauty,Summer,1.4,5,0
P1196,45.08,6.45,123.0,8.0,Toys,Summer,3.5,1,1
P1197,32.66,7.53,1344.0,6.0,Apparel,Winter,2.6,2,1
P1198,48.75,5.14,275.0,8.0,Apparel,Summer,3.2,3,0
P1199,38.73,4.0,122.0,5.0,Apparel,Spring,1.7,3,0
P1200,86.05,6.52,865.0,5.0,Apparel,Winter,3.1,4,0
P1201,36.15,5.62,2234.0,5.0,Apparel,Fall,2.3,2,1
P1202,24.52,5.24,241.0,8.0,Toys,Winter,4.1,3,1
P1203,36.08,4.69,110.0,5.0,Home,Spring,3.0,2,0
P1204,48.44,4.06,596.0,7.0,Sports,Winter,,3,1
P1205,34.27,4.22,599.0,5.0,Sports,Fall,2.1,3,1
P1206,34.07,7.33,1284.0,2.0,Electronics,Fall,2.5,3,0
P1207,20.26,4.43,2079.0,5.0,Sports,Winter,3.3,2,1
P1208,20.82,4.28,619.0,4.0,Home,Winter,2.2,2,1
P1209,12.41,3.34,6165.0,6.0,Electronics,Spring,3.0,3,1
P1210,112.7,6.57,871.0,4.0,Home,Spring,1.9,4,0
P1211,13.86,6.3,439.0,8.0,Electronics,Fall,3.8,2,1
P1212,20.39,4.76,96.0,6.0,Beauty,Summer,2.6,2,1
P1213,20.03,5.42,485.0,6.0,Toys,Summer,2.1,4,0
P1214,61.96,5.27,444.0,7.0,Electronics,Summer,2.7,3,0
P1215,26.94,4.8,2106.0,8.0,Sports,Summer,3.6,4,1
P1216,79.31,5.31,1159.0,6.0,Apparel,Fall,2.4,2,0
P1217,20.67,4.95,162.0,,Sports,Summer,2.5,1,1
P1218,40.26,4.54,818.0,3.0,Electronics,Summer,1.4,2,0
P1219,18.45,3.93,1489.0,5.0,Apparel,Winter,2.2,2,1
P1220,148.65,8.53,4162.0,5.0,Electronics,Summer,2.9,3,0
P1221,14.42,7.06,1929.0,6.0,Home,Winter,3.0,2,1
P1222,41.14,3.83,1657.0,5.0,Apparel,Fall,2.5,4,0
P1223,51.61,6.66,715.0,7.0,Toys,Winter,3.6,3,1
P1224,44.24,4.35,1060.0,5.0,Apparel,Spring,2.7,3,1
P1225,29.09,4.25,2979.0,6.0,Toys,Winter,3.5,3,1
P1226,30.24,3.44,134.0,8.0,Sports,Summer,3.4,3,1
P1227,34.15,4.06,437.0,7.0,Electronics,Winter,3.1,3,1
P1228,29.88,4.44,263.0,6.0,Electronics,Winter,2.4,4,1
P1229,65.02,4.54,1048.0,5.0,Sports,Fall,2.4,2,0
P1230,155.61,8.18,2911.0,5.0,Home,Fall,2.9,5,0
P1231,22.42,7.1,325.0,4.0,Home,Summer,2.7,3,0
P1232,12.69,3.05,50.0,5.0,Electronics,Spring,2.9,1,0
P1233,31.13,5.6,406.0,7.0,Electronics,Spring,2.5,3,0
P1234,201.5,9.34,1991.0,6.0,Toys,Winter,3.3,2,0
P1235,18.87,4.66,1268.0,4.0,Apparel,Spring,1.5,4,0
P1236,104.31,6.08,1112.0,9.0,Electronics,Fall,4.3,5,1
P1237,107.17,5.98,475.0,7.0,Electronics,Summer,3.1,2,0
P1238,22.48,3.44,143.0,3.0,Sports,Summer,2.1,3,0
P1239,49.32,4.09,1234.0,5.0,Sports,Fall,2.0,1,1
P1240,103.53,5.91,244.0,6.0,Electronics,Summer,3.4,4,0
P1241,25.4,4.9,9145.0,9.0,Apparel,Winter,3.4,2,1
P1242,28.72,6.56,1319.0,4.0,Apparel,Summer,1.9,2,1
P1243,22.04,5.69,331.0,8.0,Electronics,Spring,3.2,2,1
P1244,16.28,4.72,319.0,9.0,Electronics,Summer,,4,1
P1245,21.02,3.31,595.0,5.0,Toys,Summer,2.6,4,0
P1246,14.06,3.43,499.0,6.0,Electronics,Fall,3.6,3,1
P1247,33.92,4.07,2541.0,4.0,Electronics,Fall,3.3,2,1
P1248,19.32,3.51,832.0,6.0,Beauty,Spring,2.9,5,1
P1249,39.0,4.76,276.0,,Electronics,Fall,3.3,2,1
P1250,11.14,3.98,6429.0,7.0,Home,Spring,3.3,1,1
P1251,41.75,4.41,706.0,8.0,Apparel,Winter,3.8,4,1
P1252,59.35,4.94,1673.0,5.0,Electronics,Spring,2.4,2,0
P1253,8.2,5.39,321.0,2.0,Toys,Summer,1.6,4,0
P1254,43.03,6.13,1028.0,6.0,Home,Spring,3.1,3,1
P1255,78.21,5.4,966.0,7.0,Electronics,Winter,3.0,4,0
P1256,14.2,6.6,69.0,6.0,Home,Summer,2.9,5,0
P1257,106.78,10.28,7468.0,5.0,Beauty,Spring,2.5,2,0
P1258,44.4,4.43,3130.0,6.0,Electronics,Fall,3.2,2,1
P1259,20.22,3.76,413.0,9.0,Electronics,Fall,3.5,3,1
P1260,31.85,4.51,177.0,7.0,Toys,Fall,3.2,5,0
P1261,48.95,8.22,1009.0,5.0,Apparel,Spring,3.3,2,0
P1262,34.93,6.68,738.0,5.0,Sports,Spring,3.0,2,1
P1263,48.29,4.11,1019.0,6.0,Home,Winter,3.4,4,1
P1264,17.38,3.77,837.0,9.0,Home,Summer,4.0,2,1
P1265,37.28,4.83,1221.0,6.0,Electronics,Summer,3.0,3,1
P1266,12.31,3.92,3777.0,6.0,Electronics,Summer,3.3,1,1
P1267,30.63,3.74,1315.0,5.0,Home,Summer,3.2,5,1
P1268,17.59,5.96,189.0,8.0,Apparel,Spring,2.8,1,1
P1269,19.79,4.79,3412.0,10.0,Electronics,Spring,3.8,3,1
P1270,78.67,7.59,4763.0,7.0,Apparel,Winter,3.8,3,1
P1271,71.09,7.57,20000.0,6.0,Apparel,Summer,2.8,5,1
P1272,50.72,6.09,173.0,6.0,Toys,Spring,,1,0
P1273,15.42,3.83,890.0,2.0,Electronics,Spring,1.0,5,0
P1274,26.54,4.71,55.0,7.0,Toys,Spring,3.0,4,0
P1275,77.41,5.08,1292.0,,Apparel,Spring,2.3,4,0
P1276,36.57,5.28,,7.0,Home,Summer,4.1,2,1
P1277,167.93,7.83,6688.0,5.0,Apparel,Summer,2.5,4,0
P1278,43.61,5.58,263.0,5.0,Sports,Spring,2.5,2,0
P1279,37.88,4.03,,5.0,Sports,Fall,2.8,5,0
P1280,26.67,3.49,378.0,8.0,Apparel,Winter,4.0,2,1
P1281,36.36,3.86,62.0,5.0,Beauty,Summer,2.9,3,0
P1282,29.76,3.4,1638.0,10.0,Apparel,Summer,4.7,2,1
P1283,54.36,6.03,56.0,7.0,Home,Fall,3.0,2,0
P1284,64.7,6.42,688.0,4.0,Toys,Summer,2.1,4,0
P1285,19.1,4.16,55.0,6.0,Beauty,Fall,3.2,4,0
P1286,13.04,3.16,453.0,5.0,Toys,Fall,2.3,4,1
P1287,9.16,2.91,4779.0,2.0,Electronics,Spring,1.5,1,1
P1288,47.26,3.95,1025.0,9.0,Apparel,Summer,4.1,4,1
P1289,15.3,3.23,236.0,7.0,Apparel,Winter,3.6,5,1
P1290,7.34,6.04,641.0,7.0,Electronics,Fall,2.5,2,1
P1291,43.47,4.22,680.0,6.0,Sports,Winter,3.2,5,0
P1292,189.63,8.84,1173.0,4.0,Apparel,Spring,2.1,3,0
P1293,32.98,3.66,129.0,5.0,Home,Summer,2.8,1,0
P1294,59.56,4.66,1354.0,8.0,Electronics,Spring,3.9,3,1
P1295,35.07,4.65,50.0,4.0,Electronics,Spring,2.8,4,0
P1296,30.9,4.83,312.0,1.0,Home,Winter,1.7,2,0
P1297,63.01,4.81,370.0,6.0,Electronics,Winter,3.4,2,0
P1298,27.03,3.4,1422.0,6.0,Sports,Fall,3.5,4,1
P1299,39.93,4.44,683.0,6.0,Apparel,Summer,3.0,3,1
P1300,41.48,4.14,123.0,7.0,Sports,Spring,3.3,4,0
P1301,20.75,3.49,204.0,7.0,Apparel,Fall,3.6,3,1
P1302,66.32,9.31,,6.0,Apparel,Fall,3.2,4,0
P1303,29.3,4.82,,8.0,Home,Spring,3.5,2,1
P1304,19.51,4.31,332.0,3.0,Beauty,Spring,,3,0
P1305,48.21,4.75,374.0,7.0,Electronics,Fall,3.2,2,1
P1306,17.66,3.87,1534.0,7.0,Electronics,Spring,2.9,5,1
P1307,33.78,4.68,357.0,4.0,Electronics,Spring,2.7,2,0
P1308,32.9,5.28,598.0,3.0,Apparel,Winter,1.9,4,0
P1309,70.82,6.44,8991.0,5.0,Sports,Summer,3.4,3,1
P1310,46.17,4.17,120.0,5.0,Sports,Fall,1.9,3,0
P1311,32.54,4.52,72.0,7.0,Apparel,Spring,3.0,2,0
P1312,58.7,5.06,1703.0,5.0,Electronics,Fall,2.6,2,1
P1313,87.63,8.2,295.0,4.0,Sports,Summer,2.7,1,0
P1314,48.93,5.47,454.0,5.0,Electronics,Fall,2.7,2,0
P1315,33.36,4.64,261.0,8.0,Home,Fall,3.7,3,1
P1316,13.22,3.08,487.0,6.0,Apparel,Fall,2.4,3,1
P1317,15.71,4.37,4529.0,6.0,Home,Winter,2.4,4,1
P1318,26.74,3.49,1742.0,6.0,Apparel,Summer,3.0,2,1
P1319,21.61,3.77,1872.0,8.0,Beauty,Summer,3.1,2,1
P1320,29.05,3.6,122.0,5.0,Electronics,Fall,2.3,1,0
P1321,34.46,5.3,167.0,8.0,Electronics,Fall,3.8,4,1
P1322,47.98,4.29,50.0,6.0,Beauty,Summer,2.5,5,0
P1323,31.52,4.19,252.0,6.0,Apparel,Spring,3.5,5,0
P1324,46.55,7.29,2097.0,10.0,Electronics,Winter,4.8,4,1
P1325,34.64,3.88,1237.0,4.0,Electronics,Summer,1.6,4,0
P1326,8.31,3.81,510.0,5.0,Electronics,Fall,2.2,5,0
P1327,17.16,3.83,648.0,4.0,Beauty,Spring,1.3,3,0
P1328,29.94,3.43,291.0,8.0,Sports,Spring,3.3,4,1
P1329,14.2,5.29,850.0,9.0,Apparel,Spring,4.3,3,1
P1330,50.4,4.12,1667.0,9.0,Sports,Winter,3.8,1,1
P1331,96.69,6.37,96.0,8.0,Electronics,Winter,3.8,2,0
P1332,77.72,6.07,953.0,6.0,Beauty,Summer,2.3,3,0
P1333,28.52,4.84,2036.0,5.0,Electronics,Summer,2.9,3,1
P1334,94.02,7.07,404.0,3.0,Home,Summer,1.6,5,0
P1335,36.75,4.04,1542.0,10.0,Electronics,Summer,4.3,3,1
P1336,26.15,3.3,19489.0,7.0,Electronics,Fall,3.2,4,1
P1337,21.56,5.07,587.0,5.0,Electronics,Winter,2.0,2,0
P1338,26.8,4.45,1066.0,8.0,Apparel,Spring,3.1,3,1
P1339,25.24,5.97,,4.0,Sports,Fall,2.6,1,1
P1340,37.31,6.2,827.0,7.0,Electronics,Summer,3.4,2,1
P1341,37.05,6.39,1156.0,6.0,Toys,Summer,3.3,4,1
P1342,33.19,4.49,840.0,7.0,Electronics,Fall,3.4,3,1
P1343,44.96,4.46,196.0,6.0,Home,Spring,3.0,4,0
P1344,76.21,7.14,852.0,3.0,Toys,Winter,1.2,3,0
P1345,64.37,5.33,3845.0,6.0,Home,Winter,2.8,3,1
P1346,11.71,3.16,1140.0,8.0,Beauty,Spring,3.6,5,1
P1347,5.54,5.56,2110.0,6.0,Beauty,Winter,3.7,3,1
P1348,63.69,7.62,500.0,7.0,Electronics,Summer,3.5,4,0
P1349,12.72,3.82,1636.0,4.0,Home,Summer,2.8,3,1
P1350,28.29,3.47,930.0,6.0,Apparel,Summer,,4,1
P1351,14.6,3.67,212.0,,Electronics,Summer,2.3,4,0
P1352,9.38,5.22,975.0,7.0,Apparel,Spring,3.3,3,1
P1353,48.38,7.43,202.0,6.0,Sports,Winter,3.0,1,0
P1354,56.34,4.53,311.0,7.0,Electronics,Winter,2.9,3,0
P1355,22.12,3.27,835.0,8.0,Electronics,Fall,3.4,4,1
P1356,5.4,5.81,950.0,7.0,Electronics,Spring,3.2,4,1
P1357,22.59,3.92,160.0,6.0,Toys,Winter,3.5,4,1
P1358,43.57,4.98,2356.0,4.0,Apparel,Winter,1.4,1,1
P1359,11.76,8.02,1321.0,6.0,Apparel,Fall,3.4,2,1
P1360,37.65,3.73,286.0,5.0,Apparel,Summer,2.2,3,0
P1361,32.76,5.05,105.0,5.0,Toys,Winter,2.0,3,0
P1362,49.68,4.11,559.0,5.0,Toys,Summer,3.0,4,0
P1363,36.01,4.29,390.0,4.0,Home,Fall,2.5,3,0
P1364,16.76,5.45,762.0,2.0,Beauty,Winter,2.0,3,0
P1365,76.52,5.65,430.0,5.0,Apparel,Summer,2.9,3,0
P1366,29.64,12.2,60.0,6.0,Toys,Spring,3.7,2,0
P1367,32.49,4.7,417.0,4.0,Apparel,Summer,2.4,1,1
P1368,17.23,3.6,461.0,6.0,Apparel,Summer,2.8,4,1
P1369,24.28,3.6,1423.0,9.0,Apparel,Summer,4.1,3,1
P1370,17.83,3.68,288.0,8.0,Home,Summer,4.1,2,1
P1371,29.34,4.08,4986.0,9.0,Sports,Spring,3.6,1,1
P1372,109.75,5.9,67.0,7.0,Electronics,Fall,3.0,4,0
P1373,12.68,3.57,3208.0,8.0,Toys,Summer,3.5,3,1
P1374,10.7,3.76,508.0,5.0,Electronics,Summer,1.7,4,1
P1375,92.74,7.21,1866.0,5.0,Apparel,Winter,2.6,5,0
P1376,28.6,4.96,732.0,1.0,Electronics,Winter,1.0,1,0
P1377,20.73,4.97,2611.0,8.0,Home,Spring,3.6,2,1
P1378,68.58,4.57,418.0,9.0,Beauty,Spring,4.3,3,1
P1379,21.67,3.52,178.0,5.0,Electronics,Spring,2.4,5,0
P1380,118.89,7.69,3658.0,6.0,Home,Winter,3.6,1,1
P1381,53.23,5.09,580.0,5.0,Electronics,Summer,2.0,5,0
P1382,23.53,3.21,868.0,7.0,Home,Winter,3.7,3,1
P1383,149.92,9.45,2927.0,8.0,Toys,Fall,3.9,3,0
P1384,21.67,5.37,193.0,3.0,Apparel,Spring,1.2,3,0
P1385,55.67,5.36,1359.0,7.0,Beauty,Spring,4.3,2,1
P1386,40.83,3.83,328.0,6.0,Home,Spring,2.9,4,0
P1387,82.37,7.15,568.0,6.0,Electronics,Fall,2.5,2,0
P1388,98.8,6.78,725.0,7.0,Toys,Summer,2.7,3,0
P1389,33.87,5.8,110.0,6.0,Electronics,Summer,2.8,3,0
P1390,19.54,5.18,261.0,6.0,Electronics,Summer,2.8,2,0
P1391,45.69,6.31,3365.0,6.0,Apparel,Spring,2.9,5,1
P1392,20.61,4.21,1926.0,8.0,Apparel,Summer,3.5,4,1
P1393,135.55,6.79,617.0,7.0,Beauty,Winter,,4,0
P1394,36.44,5.26,890.0,6.0,Home,Spring,2.7,4,1
P1395,25.64,4.72,467.0,4.0,Beauty,Fall,1.4,1,1
P1396,37.69,5.66,3388.0,5.0,Apparel,Fall,2.5,5,1
P1397,12.9,3.17,523.0,8.0,Apparel,Summer,2.7,1,1
P1398,16.77,3.33,878.0,6.0,Apparel,Spring,3.0,2,1
P1399,76.73,8.12,2631.0,7.0,Electronics,Winter,2.9,2,1
P1400,20.91,5.21,262.0,9.0,Toys,Winter,4.0,4,1
P1401,15.91,6.56,4318.0,8.0,Home,Spring,4.1,3,1
P1402,48.21,6.08,106.0,6.0,Electronics,Summer,2.5,3,0
P1403,75.94,6.14,,5.0,Beauty,Fall,3.0,3,1
P1404,54.78,5.74,425.0,1.0,Sports,Fall,1.0,2,0
P1405,66.5,7.79,497.0,6.0,Apparel,Winter,3.6,1,1
P1406,19.5,4.38,69.0,5.0,Sports,Winter,2.4,4,0
P1407,12.24,4.37,385.0,7.0,Electronics,Winter,2.9,4,0
P1408,94.72,5.6,,6.0,Apparel,Fall,3.2,5,0
P1409,26.42,4.26,321.0,5.0,Apparel,Winter,2.4,2,1
P1410,27.78,5.22,564.0,3.0,Electronics,Fall,1.5,4,0
P1411,83.91,5.49,2099.0,4.0,Electronics,Fall,2.0,3,0
P1412,48.88,4.31,853.0,7.0,Electronics,Summer,3.2,4,1
P1413,45.56,4.43,962.0,9.0,Apparel,Summer,4.5,4,1
P1414,150.73,7.44,179.0,6.0,Sports,Summer,2.1,3,0
P1415,21.11,3.5,231.0,7.0,Toys,Winter,3.3,3,1
P1416,63.4,5.23,5759.0,8.0,Sports,Fall,3.8,4,1
P1417,34.46,7.11,275.0,5.0,Electronics,Winter,2.6,4,0
P1418,39.97,4.76,4853.0,7.0,Apparel,Fall,3.8,2,1
P1419,96.54,5.71,497.0,5.0,Apparel,Summer,2.5,1,0
P1420,47.25,4.04,667.0,8.0,Apparel,Summer,3.5,3,1
P1421,48.27,5.73,2403.0,6.0,Home,Winter,3.1,5,0
P1422,70.16,5.33,3060.0,7.0,Home,Fall,3.3,4,1
P1423,25.65,5.86,582.0,5.0,Sports,Winter,2.4,2,0
P1424,18.4,4.67,417.0,7.0,Home,Spring,3.5,2,1
P1425,15.94,5.36,622.0,10.0,Electronics,Winter,4.0,5,1
P1426,8.36,3.23,998.0,4.0,Electronics,Summer,2.0,2,1
P1427,139.68,8.46,1938.0,5.0,Home,Fall,,4,0
P1428,15.3,3.42,669.0,6.0,Electronics,Fall,3.4,2,1
P1429,28.36,7.55,1398.0,7.0,Apparel,Winter,2.0,5,0
P1430,27.28,4.84,4751.0,5.0,Electronics,Summer,2.7,2,1
P1431,41.07,4.32,1051.0,1.0,Electronics,Spring,1.2,4,0
P1432,58.62,4.73,967.0,8.0,Apparel,Winter,2.9,3,1
P1433,60.48,4.63,107.0,7.0,Beauty,Fall,3.4,3,0
P1434,22.02,4.94,50.0,3.0,Beauty,Summer,,1,0
P1435,29.46,3.75,1060.0,5.0,Apparel,Fall,2.8,1,1
P1436,40.36,5.07,594.0,9.0,Apparel,Fall,2.9,3,1
P1437,27.82,3.8,359.0,9.0,Sports,Fall,4.5,3,1
P1438,102.02,7.19,891.0,8.0,Apparel,Fall,3.3,2,1
P1439,46.7,6.43,619.0,6.0,Electronics,Spring,3.2,2,0
P1440,55.39,6.42,2574.0,6.0,Apparel,Summer,3.2,4,1
P1441,52.67,6.23,738.0,6.0,Apparel,Winter,2.5,4,0
P1442,75.3,5.07,271.0,8.0,Sports,Summer,3.9,3,1
P1443,37.59,3.77,2182.0,4.0,Sports,Summer,2.0,4,0
P1444,13.36,4.7,,5.0,Apparel,Summer,1.7,2,1
P1445,43.81,4.5,,8.0,Electronics,Winter,,3,1
P1446,20.99,3.98,375.0,6.0,Apparel,Summer,2.6,5,1
P1447,22.87,3.23,305.0,8.0,Apparel,Winter,3.3,3,1
P1448,49.92,4.45,736.0,5.0,Toys,Winter,2.4,3,0
P1449,78.79,4.92,675.0,6.0,Home,Spring,3.0,5,0
P1450,33.61,6.68,,4.0,Electronics,Fall,2.2,1,0
P1451,41.11,4.15,482.0,6.0,Sports,Winter,3.1,4,0
P1452,109.02,6.99,73.0,3.0,Beauty,Fall,1.3,5,0
P1453,39.19,3.74,396.0,5.0,Sports,Summer,,3,0
P1454,204.62,10.29,1724.0,3.0,Apparel,Fall,1.8,4,0
P1455,49.2,4.56,466.0,7.0,Apparel,Fall,4.0,2,1
P1456,9.65,6.21,495.0,7.0,Home,Fall,3.2,2,1
P1457,56.11,7.47,2173.0,3.0,Electronics,Summer,2.3,3,0
P1458,43.24,4.39,283.0,8.0,Toys,Summer,3.6,4,1
P1459,81.68,8.42,104.0,10.0,Home,Winter,4.1,4,0
P1460,53.05,12.43,549.0,6.0,Toys,Winter,2.8,5,0
P1461,30.06,6.02,372.0,5.0,Apparel,Spring,2.5,3,0
P1462,14.06,5.72,209.0,10.0,Beauty,Summer,4.5,4,1
P1463,28.61,3.79,539.0,4.0,Electronics,Spring,2.7,3,0
P1464,18.26,4.34,1200.0,6.0,Toys,Summer,3.0,4,1
P1465,22.06,3.27,658.0,6.0,Apparel,Fall,3.4,3,1
P1466,50.0,4.15,961.0,8.0,Electronics,Spring,3.2,4,1
P1467,106.58,15.91,5861.0,7.0,Sports,Spring,3.1,4,0
P1468,43.65,4.4,441.0,5.0,Electronics,Spring,2.3,1,0
P1469,14.34,5.0,929.0,4.0,Electronics,Summer,2.3,2,1
P1470,45.21,6.32,361.0,5.0,Toys,Winter,2.4,3,0
P1471,76.53,7.72,241.0,4.0,Electronics,Spring,2.5,1,0
P1472,21.61,12.21,330.0,6.0,Home,Winter,2.5,4,0
P1473,30.15,3.82,374.0,5.0,Apparel,Summer,2.6,4,0
P1474,33.46,3.57,1024.0,3.0,Beauty,Spring,2.1,3,0
P1475,19.12,3.87,11147.0,8.0,Home,Summer,,2,1
P1476,52.13,4.27,282.0,5.0,Electronics,Winter,3.4,5,0
P1477,30.43,3.45,403.0,4.0,Apparel,Winter,,5,0
P1478,44.42,4.5,617.0,6.0,Home,Spring,2.1,3,1
P1479,17.79,5.33,1070.0,6.0,Apparel,Winter,3.0,4,1
P1480,24.38,4.48,913.0,3.0,Apparel,Fall,1.9,3,0
P1481,54.91,4.71,3105.0,7.0,Home,Fall,3.2,4,1
P1482,25.51,4.86,50.0,4.0,Apparel,Spring,2.6,3,0
P1483,110.93,6.22,50.0,9.0,Apparel,Summer,4.2,3,0
P1484,25.03,3.27,367.0,7.0,Home,Summer,3.4,4,1
P1485,38.76,5.83,2482.0,5.0,Apparel,Summer,2.7,5,0
P1486,63.61,5.87,102.0,,Electronics,Fall,2.5,1,0
P1487,12.27,5.02,50.0,6.0,Apparel,Winter,3.6,3,0
P1488,9.65,2.85,1320.0,7.0,Home,Fall,2.7,2,1
P1489,11.38,5.56,891.0,6.0,Home,Winter,3.0,5,1
P1490,80.14,6.35,180.0,6.0,Sports,Fall,2.9,2,0
P1491,22.5,4.42,204.0,6.0,Electronics,Summer,,1,1
P1492,198.49,9.92,208.0,5.0,Apparel,Summer,2.2,4,0
P1493,22.31,6.17,759.0,5.0,Apparel,Summer,1.9,5,0
P1494,37.68,4.96,314.0,2.0,Electronics,Spring,1.6,4,0
P1495,97.46,6.73,1203.0,8.0,Toys,Spring,3.7,3,1
P1496,134.86,13.56,50.0,7.0,Apparel,Winter,3.8,3,0
P1497,140.2,8.83,238.0,5.0,Electronics,Spring,2.0,5,0
P1498,77.16,5.69,172.0,9.0,Apparel,Fall,4.4,2,1
P1499,67.82,6.38,489.0,6.0,Home,Fall,3.8,3,1
P1500,50.14,4.74,349.0,4.0,Home,Winter,2.0,2,0
